course_number,title,hours,cluster,desc,terms,optional,instructors,prereq
18.785,Number Theory I,3-0-9 units,,"Dedekind domains, unique factorization of ideals, splitting of primes. Lattice methods, finiteness of the class group, Dirichlet's unit theorem. Local fields, ramification, discriminants. Zeta and L-functions, analytic class number formula. Adeles and ideles. Statements of class field theory and the Chebotarev density theorem. ",G (Fall),,B. Poonen,Prereq: None. Coreq: 18.705 
18.786,Number Theory II,3-0-9 units,,"Continuation of 18.785. More advanced topics in number theory, such as Galois cohomology, proofs of class field theory, modular forms and automorphic forms, Galois representations, or quadratic forms. ",G (Spring),,A. Sutherland,Prereq: 18.785 
18.787,Topics in Number Theory,3-0-9 units,,Topics vary from year to year. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Fall)']",Can be repeated for credit.,W. Zhang,Prereq: Permission of instructor 
18.821,Project Laboratory in Mathematics,3-6-3 units. Institute LAB,,"Guided research in mathematics, employing the scientific method. Students confront puzzling and complex mathematical situations, through the acquisition of data by computer, pencil and paper, or physical experimentation, and attempt to explain them mathematically. Students choose three projects from a large collection of options. Each project results in a laboratory report subject to revision; oral presentation on one or two projects. Projects drawn from many areas, including dynamical systems, number theory, algebra, fluid mechanics, asymptotic analysis, knot theory, and probability. Enrollment limited.","U (Fall, Spring)",,Fall: A. Negut. Spring: L. Piccirillo,Prereq: Two mathematics subjects numbered 18.100 or above 
18.896[J],"Leadership and Professional Strategies & Skills Training (LEAPS), Part I: Advancing Your Professional Strategies and Skills (New)",2-0-1 units,"Same subject as 5.961[J], 8.396[J], 9.980[J], 12.396[J]",See description under subject 8.396[J]. Limited to 80.,G (Spring; second half of term),,A. Frebel,Prereq: None 
18.897[J],"Leadership and Professional Strategies & Skills Training (LEAPS), Part II: Developing Your Leadership Competencies (New)",2-0-1 units,"Same subject as 5.962[J], 8.397[J], 9.981[J], 12.397[J]",See description under subject 8.397[J]. Limited to 80.,G (Spring; first half of term),,D. Rigos,Prereq: None 
18.900,Geometry and Topology in the Plane,3-0-9 units,,"Introduction to selected aspects of geometry and topology, using concepts that can be visualized easily. Mixes geometric topics (such as hyperbolic geometry or billiards) and more topological ones (such as loops in the plane). Suitable for students with no prior exposure to differential geometry or topology. ",U (Spring),,P. Seidel,Prereq: 18.03 or 18.06 
18.901,Introduction to Topology,3-0-9 units,Subject meets with 18.9011,"Introduces topology, covering topics fundamental to modern analysis and geometry. Topological spaces and continuous functions, connectedness, compactness, separation axioms, covering spaces, and the fundamental group. ","U (Fall, Spring)",,Fall: B. Liu. Spring: A. Conway,"Prereq: 18.100A, 18.100B, 18.100P, 18.100Q, or permission of instructor "
18.9011,Introduction to Topology,3-0-9 units,Subject meets with 18.901,"Introduces topology, covering topics fundamental to modern analysis and geometry. Topological spaces and continuous functions, connectedness, compactness, separation axioms, covering spaces, and the fundamental group. Students in Course 18 must register for the undergraduate version, 18.901. ","G (Fall, Spring)",,Fall: B. Liu. Spring: A. Conway,"Prereq: 18.100A, 18.100B, 18.100P, 18.100Q, or permission of instructor "
18.904,Seminar in Topology,3-0-9 units,,Topics vary from year to year. Students present and discuss the subject matter. Instruction and practice in written and oral communication provided. Enrollment limited.,U (Spring),,A. Ward,Prereq: 18.901 
18.905,Algebraic Topology I,3-0-9 units,,"Singular homology, CW complexes, universal coefficient and Künneth theorems, cohomology, cup products, Poincaré duality. ",G (Fall),,D. Alvarez-Gavela,Prereq: 18.901 and (18.701 or 18.703) 
18.906,Algebraic Topology II,3-0-9 units,,"Continues the introduction to Algebraic Topology from 18.905. Topics include basic homotopy theory, spectral sequences, characteristic classes, and cohomology operations. ",G (Spring),,T. S. Mrowka,Prereq: 18.905 and (18.101 or 18.965) 
18.917,Topics in Algebraic Topology,3-0-9 units,,Content varies from year to year. Introduces new and significant developments in algebraic topology with the focus on homotopy theory and related areas. ,"['Acad Year 2022-2023: G (Spring)', 'Acad Year 2023-2024: Not offered']",Can be repeated for credit.,Information: T. Schlank,Prereq: 18.906 
18.919,Graduate Topology Seminar,3-0-9 units,,"Study and discussion of important original papers in the various parts of topology. Open to all students who have taken 18.906 or the equivalent, not only prospective topologists. ",G (Fall),,T. Schlank,Prereq: 18.906 
18.937,Topics in Geometric Topology,3-0-9 units,,Content varies from year to year. Introduces new and significant developments in geometric topology. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",Can be repeated for credit.,T. S. Mrowka,Prereq: Permission of instructor 
18.950,Differential Geometry,3-0-9 units,Subject meets with 18.9501,"Introduction to differential geometry, centered on notions of curvature. Starts with curves in the plane, and proceeds to higher dimensional submanifolds. Computations in coordinate charts: first and second fundamental form, Christoffel symbols. Discusses the distinction between extrinsic and intrinsic aspects, in particular Gauss' theorema egregium. The Gauss-Bonnet theorem. Geodesics. Examples such as hyperbolic space. ",U (Fall),,K. Naff,"Prereq: (18.06, 18.700, or 18.701) and (18.100A, 18.100B, 18.100P, or 18.100Q) "
18.9501,Differential Geometry,3-0-9 units,Subject meets with 18.950,"Introduction to differential geometry, centered on notions of curvature. Starts with curves in the plane, and proceeds to higher dimensional submanifolds. Computations in coordinate charts: first and second fundamental form, Christoffel symbols. Discusses the distinction between extrinsic and intrinsic aspects, in particular Gauss' theorema egregium. The Gauss-Bonnet theorem. Geodesics. Examples such as hyperbolic space. Students in Course 18 must register for the undergraduate version, 18.950. ",G (Fall),,K. Naff,"Prereq: (18.06, 18.700, or 18.701) and (18.100A, 18.100B, 18.100P, or 18.100Q) "
18.952,Theory of Differential Forms,3-0-9 units,,"Multilinear algebra: tensors and exterior forms. Differential forms on Rn: exterior differentiation, the pull-back operation and the Poincaré lemma. Applications to physics: Maxwell's equations from the differential form perspective. Integration of forms on open sets of Rn. The change of variables formula revisited. The degree of a differentiable mapping. Differential forms on manifolds and De Rham theory. Integration of forms on manifolds and Stokes' theorem. The push-forward operation for forms. Thom forms and intersection theory. Applications to differential topology. ",U (Spring),,V. W. Guillemin,Prereq: 18.101 and (18.700 or 18.701) 
18.965,Geometry of Manifolds I,3-0-9 units,,"Differential forms, introduction to Lie groups, the DeRham theorem, Riemannian manifolds, curvature, the Hodge theory. 18.966 is a continuation of 18.965 and focuses more deeply on various aspects of the geometry of manifolds. Contents vary from year to year, and can range from Riemannian geometry (curvature, holonomy) to symplectic geometry, complex geometry and Hodge-Kahler theory, or smooth manifold topology. Prior exposure to calculus on manifolds, as in 18.952, recommended. ",G (Fall),,W. Minicozzi,"Prereq: 18.101, 18.950, or 18.952 "
18.966,Geometry of Manifolds II,3-0-9 units,,"Continuation of 18.965, focusing more deeply on various aspects of the geometry of manifolds. Contents vary from year to year, and can range from Riemannian geometry (curvature, holonomy) to symplectic geometry, complex geometry and Hodge-Kahler theory, or smooth manifold topology. ",G (Spring),,T. Colding,Prereq: 18.965 
18.968,Topics in Geometry,3-0-9 units,,Content varies from year to year. ,"['Acad Year 2022-2023: Not offered', 'Acad Year 2023-2024: G (Spring)']",Can be repeated for credit.,P. Seidel,Prereq: 18.965 
18.979,Graduate Geometry Seminar,3-0-9 units,,Content varies from year to year. Study of classical papers in geometry and in applications of analysis to geometry and topology. ,"['G (Spring)', 'Not offered regularly; consult department']",Can be repeated for credit.,T. Mrowka,Prereq: Permission of instructor 
18.994,Seminar in Geometry,3-0-9 units,,Students present and discuss subject matter taken from current journals or books. Topics vary from year to year. Instruction and practice in written and oral communication provided. Enrollment limited.,U (Fall),,Q. Deng,"Prereq: (18.06, 18.700, or 18.701) and (18.100A, 18.100B, 18.100P, or 18.100Q) "
18.999,Research in Mathematics,Units arranged,,Opportunity for study of graduate-level topics in mathematics under the supervision of a member of the department. For graduate students desiring advanced work not provided in regular subjects. ,"G (Fall, IAP, Spring, Summer)",Can be repeated for credit.,Information: W. Minicozzi,Prereq: Permission of instructor 
18.C20[J],Introduction to Computational Science and Engineering (New),3-0-3 units,"Same subject as 16.C20[J], CSE.C20[J]",See description under subject 16.C20[J]. ,"U (Fall, Spring; second half of term)",Credit cannot also be received for 6.100B," R. Radovitzky, L. Demanet",Prereq: 6.100A; Coreq: 8.01 and 18.01 
18.UR,Undergraduate Research,Units arranged [P/D/F],,"Undergraduate research opportunities in mathematics. Permission required in advance to register for this subject. For further information, consult the departmental coordinator. ","U (Fall, IAP, Spring, Summer)",Can be repeated for credit.,Information: W. Minicozzi,Prereq: Permission of instructor 
18.THG,Graduate Thesis,Units arranged,,Program of research leading to the writing of a Ph.D. thesis; to be arranged by the student and an appropriate MIT faculty member. ,"G (Fall, IAP, Spring, Summer)",Can be repeated for credit.,Information: W. Minicozzi,Prereq: Permission of instructor 
18.S096,Special Subject in Mathematics,Units arranged,,"Opportunity for group study of subjects in mathematics not otherwise included in the curriculum. Offerings are initiated by members of the Mathematics faculty on an ad hoc basis, subject to departmental approval. ","U (IAP, Spring)",Can be repeated for credit.,Staff,Prereq: Permission of instructor 
18.S097,Special Subject in Mathematics,Units arranged [P/D/F],,"Opportunity for group study of subjects in mathematics not otherwise included in the curriculum. Offerings are initiated by members of the Mathematics faculty on an ad hoc basis, subject to departmental approval. 18.S097 is graded P/D/F. ",U (IAP),Can be repeated for credit.,Staff,Prereq: Permission of instructor 
